Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2006-08-12 06:00:00.000 +0200,Mostly Cloudy,rain,15.050000000000002,15.050000000000002,0.83,7.792400000000001,348.0,9.982,0.0,1009.14,Mostly cloudy until night.
2006-08-12 07:00:00.000 +0200,Mostly Cloudy,rain,17.066666666666666,17.066666666666666,0.73,9.3219,339.0,9.982,0.0,1009.12,Mostly cloudy until night.
2006-08-12 08:00:00.000 +0200,Mostly Cloudy,rain,17.483333333333334,17.483333333333334,0.72,7.422100000000001,10.0,9.982,0.0,1009.19,Mostly cloudy until night.
2006-08-12 09:00:00.000 +0200,Overcast,rain,17.666666666666668,17.666666666666668,0.71,8.774500000000002,48.0,9.982,0.0,1009.19,Mostly cloudy until night.
2006-08-12 10:00:00.000 +0200,Overcast,rain,18.8,18.8,0.69,8.758400000000002,59.0,9.982,0.0,1008.99,Mostly cloudy until night.
2006-08-12 11:00:00.000 +0200,Clear,rain,19.683333333333337,19.683333333333337,0.67,8.7423,60.0,11.0285,0.0,1008.93,Mostly cloudy until night.
2006-08-12 12:00:00.000 +0200,Clear,rain,18.82222222222222,18.82222222222222,0.78,10.626,70.0,11.27,0.0,1008.11,Mostly cloudy until night.
2006-08-12 13:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.77,4.7495,69.0,11.27,0.0,1007.52,Mostly cloudy until night.
2006-08-12 14:00:00.000 +0200,Mostly Cloudy,rain,21.149999999999995,21.149999999999995,0.72,7.792400000000001,108.0,11.3988,0.0,1007.29,Mostly cloudy until night.
2006-08-12 15:00:00.000 +0200,Mostly Cloudy,rain,23.65555555555555,23.65555555555555,0.67,11.0124,89.0,11.2056,0.0,1006.83,Mostly cloudy until night.
2006-08-12 16:00:00.000 +0200,Mostly Cloudy,rain,23.616666666666667,23.616666666666667,0.6,15.2145,147.0,11.2056,0.0,1006.16,Mostly cloudy until night.
2006-08-12 17:00:00.000 +0200,Mostly Cloudy,rain,23.81666666666667,23.81666666666667,0.62,10.6421,152.0,11.3988,0.0,1005.9,Mostly cloudy until night.
2006-08-12 18:00:00.000 +0200,Partly Cloudy,rain,22.03888888888889,22.03888888888889,0.7,25.0033,200.0,11.27,0.0,1005.65,Mostly cloudy until night.
2006-08-12 19:00:00.000 +0200,Mostly Cloudy,rain,19.95,19.95,0.7,16.1644,190.0,11.0768,0.0,1006.32,Mostly cloudy until night.
2006-08-12 20:00:00.000 +0200,Partly Cloudy,rain,18.922222222222224,18.922222222222224,0.8,8.3237,189.0,11.2861,0.0,1006.71,Mostly cloudy until night.
2006-08-12 21:00:00.000 +0200,Mostly Cloudy,rain,17.266666666666666,17.266666666666666,0.88,7.808499999999999,149.0,9.8532,0.0,1007.17,Mostly cloudy until night.
2006-08-12 22:00:00.000 +0200,Partly Cloudy,rain,16.177777777777777,16.177777777777777,0.9,5.957000000000001,159.0,15.439900000000002,0.0,1007.38,Mostly cloudy until night.
2006-08-12 23:00:00.000 +0200,Mostly Cloudy,rain,15.833333333333334,15.833333333333334,0.93,6.3434,149.0,14.2324,0.0,1007.32,Mostly cloudy until night.
2006-08-13 00:00:00.000 +0200,Mostly Cloudy,rain,16.733333333333334,16.733333333333334,0.93,6.0053,112.0,3.912300000000001,0.0,1007.28,Mostly cloudy throughout the day.
2006-08-13 01:00:00.000 +0200,Mostly Cloudy,rain,16.71111111111111,16.71111111111111,0.97,13.1054,121.0,15.552600000000002,0.0,1006.86,Mostly cloudy throughout the day.
2006-08-13 02:00:00.000 +0200,Overcast,rain,16.266666666666666,16.266666666666666,0.97,5.474,192.0,6.6976,0.0,1009.54,Mostly cloudy throughout the day.
2006-08-13 03:00:00.000 +0200,Mostly Cloudy,rain,16.13888888888889,16.13888888888889,0.97,11.0446,270.0,14.6349,0.0,1007.4,Mostly cloudy throughout the day.
2006-08-13 04:00:00.000 +0200,Partly Cloudy,rain,16.08888888888889,16.08888888888889,0.97,3.0912,35.0,14.6349,0.0,1006.87,Mostly cloudy throughout the day.
2006-08-13 05:00:00.000 +0200,Mostly Cloudy,rain,15.555555555555555,15.555555555555555,0.96,2.7692,287.0,7.824600000000001,0.0,1007.66,Mostly cloudy throughout the day.
2006-08-13 06:00:00.000 +0200,Partly Cloudy,rain,14.516666666666667,14.516666666666667,1.0,3.0268,83.0,4.9427,0.0,1007.73,Mostly cloudy throughout the day.
2006-08-13 07:00:00.000 +0200,Mostly Cloudy,rain,17.08888888888889,17.08888888888889,0.99,10.8192,171.0,6.9391,0.0,1007.8,Mostly cloudy throughout the day.
2006-08-13 08:00:00.000 +0200,Mostly Cloudy,rain,17.666666666666668,17.666666666666668,0.96,9.5956,143.0,10.4811,0.0,1008.39,Mostly cloudy throughout the day.
2006-08-13 09:00:00.000 +0200,Mostly Cloudy,rain,19.79444444444444,19.79444444444444,0.85,10.5133,162.0,11.27,0.0,1008.32,Mostly cloudy throughout the day.
2006-08-13 10:00:00.000 +0200,Mostly Cloudy,rain,22.016666666666666,22.016666666666666,0.74,10.7709,229.0,11.27,0.0,1008.71,Mostly cloudy throughout the day.
2006-08-13 11:00:00.000 +0200,Partly Cloudy,rain,21.13888888888889,21.13888888888889,0.73,9.4668,237.0,11.0768,0.0,1009.28,Mostly cloudy throughout the day.
2006-08-13 12:00:00.000 +0200,Partly Cloudy,rain,21.04444444444444,21.04444444444444,0.73,15.101800000000004,259.0,11.27,0.0,1009.72,Mostly cloudy throughout the day.
2006-08-13 13:00:00.000 +0200,Partly Cloudy,rain,18.93888888888889,18.93888888888889,0.89,13.524,237.0,7.2772,0.0,1010.77,Mostly cloudy throughout the day.
2006-08-13 14:00:00.000 +0200,Overcast,rain,18.916666666666668,18.916666666666668,0.9,3.381,274.0,6.5366,0.0,1010.97,Mostly cloudy throughout the day.
2006-08-13 15:00:00.000 +0200,Mostly Cloudy,rain,20.05,20.05,0.78,4.7334000000000005,213.0,11.27,0.0,1010.28,Mostly cloudy throughout the day.
2006-08-13 16:00:00.000 +0200,Partly Cloudy,rain,21.06666666666667,21.06666666666667,0.73,9.0643,132.0,11.27,0.0,1009.53,Mostly cloudy throughout the day.
2006-08-13 17:00:00.000 +0200,Mostly Cloudy,rain,20.05,20.05,0.78,0.3703,167.0,11.0768,0.0,1009.78,Mostly cloudy throughout the day.
2006-08-13 18:00:00.000 +0200,Overcast,rain,20.0,20.0,0.83,0.0644,255.0,11.27,0.0,1009.83,Mostly cloudy throughout the day.
2006-08-13 19:00:00.000 +0200,Overcast,rain,18.86666666666666,18.86666666666666,0.9,0.0322,17.0,11.27,0.0,1010.18,Mostly cloudy throughout the day.
2006-08-13 20:00:00.000 +0200,Overcast,rain,17.955555555555552,17.955555555555552,0.96,3.783500000000001,89.0,11.0768,0.0,1010.43,Mostly cloudy throughout the day.
2006-08-13 21:00:00.000 +0200,Overcast,rain,17.711111111111112,17.711111111111112,0.97,12.2199,129.0,11.2056,0.0,1010.09,Mostly cloudy throughout the day.
2006-08-13 22:00:00.000 +0200,Overcast,rain,17.733333333333334,17.733333333333334,0.93,10.6099,130.0,11.9784,0.0,1009.92,Mostly cloudy throughout the day.
2006-08-13 23:00:00.000 +0200,Overcast,rain,16.79444444444444,16.79444444444444,0.97,5.3935,143.0,8.05,0.0,1010.08,Mostly cloudy throughout the day.
2006-08-14 00:00:00.000 +0200,Overcast,rain,16.666666666666668,16.666666666666668,0.97,6.1824,159.0,7.969500000000001,0.0,1010.49,Mostly cloudy until night.
2006-08-14 01:00:00.000 +0200,Overcast,rain,16.16111111111111,16.16111111111111,0.97,6.295100000000001,169.0,6.118,0.0,1010.1,Mostly cloudy until night.
2006-08-14 02:00:00.000 +0200,Overcast,rain,17.01111111111111,17.01111111111111,0.91,5.4096,178.0,13.685,0.0,1013.23,Mostly cloudy until night.
2006-08-14 03:00:00.000 +0200,Overcast,rain,16.116666666666664,16.116666666666664,0.97,2.8658,283.0,6.118,0.0,1010.3,Mostly cloudy until night.
2006-08-14 04:00:00.000 +0200,Overcast,rain,16.116666666666664,16.116666666666664,0.97,2.8497000000000003,306.0,6.0697,0.0,1010.48,Mostly cloudy until night.
2006-08-14 05:00:00.000 +0200,Overcast,rain,15.555555555555555,15.555555555555555,0.96,5.8121,224.0,6.5849,0.0,1010.86,Mostly cloudy until night.
2006-08-14 06:00:00.000 +0200,Clear,rain,14.005555555555556,14.005555555555556,1.0,3.0751,199.0,5.9731000000000005,0.0,1010.7,Mostly cloudy until night.
2006-08-14 07:00:00.000 +0200,Partly Cloudy,rain,16.116666666666664,16.116666666666664,0.93,9.3541,210.0,5.9731000000000005,0.0,1011.39,Mostly cloudy until night.
2006-08-14 08:00:00.000 +0200,Mostly Cloudy,rain,16.049999999999997,16.049999999999997,0.93,9.0643,220.0,3.6708,0.0,1011.92,Mostly cloudy until night.
2006-08-14 09:00:00.000 +0200,Mostly Cloudy,rain,16.211111111111112,16.211111111111112,0.99,7.583100000000001,230.0,4.9910000000000005,0.0,1012.57,Mostly cloudy until night.
2006-08-14 10:00:00.000 +0200,Overcast,rain,17.805555555555557,17.805555555555557,0.89,7.728,200.0,11.27,0.0,1013.15,Mostly cloudy until night.
2006-08-14 11:00:00.000 +0200,Mostly Cloudy,rain,18.883333333333333,18.883333333333333,0.84,5.2325,217.0,10.8997,0.0,1013.59,Mostly cloudy until night.
2006-08-14 12:00:00.000 +0200,Mostly Cloudy,rain,20.18888888888889,20.18888888888889,0.77,7.8729,202.0,11.27,0.0,1013.43,Mostly cloudy until night.
2006-08-14 13:00:00.000 +0200,Mostly Cloudy,rain,22.266666666666666,22.266666666666666,0.67,11.0607,208.0,11.27,0.0,1013.32,Mostly cloudy until night.
2006-08-14 14:00:00.000 +0200,Partly Cloudy,rain,22.355555555555554,22.355555555555554,0.7,12.9766,198.0,11.4471,0.0,1013.49,Mostly cloudy until night.
2006-08-14 15:00:00.000 +0200,Partly Cloudy,rain,23.86666666666666,23.86666666666666,0.54,10.8675,209.0,11.27,0.0,1013.22,Mostly cloudy until night.
2006-08-14 16:00:00.000 +0200,Partly Cloudy,rain,23.88888888888889,23.88888888888889,0.58,9.5312,201.0,11.27,0.0,1012.83,Mostly cloudy until night.
2006-08-14 17:00:00.000 +0200,Partly Cloudy,rain,22.955555555555552,22.955555555555552,0.56,11.8013,165.0,11.4471,0.0,1012.85,Mostly cloudy until night.
2006-08-14 18:00:00.000 +0200,Partly Cloudy,rain,22.47777777777777,22.47777777777777,0.58,10.8192,159.0,11.125100000000002,0.0,0.0,Mostly cloudy until night.
2006-08-14 19:00:00.000 +0200,Partly Cloudy,rain,20.85555555555556,20.85555555555556,0.7,4.588500000000001,148.0,11.27,0.0,1012.28,Mostly cloudy until night.
2006-08-14 20:00:00.000 +0200,Mostly Cloudy,rain,19.16111111111111,19.16111111111111,0.82,0.7728,121.0,9.982,0.0,1012.44,Mostly cloudy until night.
2006-08-14 21:00:00.000 +0200,Partly Cloudy,rain,17.733333333333334,17.733333333333334,0.84,9.1126,111.0,9.982,0.0,1012.44,Mostly cloudy until night.
2006-08-14 22:00:00.000 +0200,Mostly Cloudy,rain,18.238888888888887,18.238888888888887,0.81,6.2468,111.0,15.826300000000002,0.0,1012.62,Mostly cloudy until night.
2006-08-14 23:00:00.000 +0200,Mostly Cloudy,rain,17.816666666666663,17.816666666666663,0.88,1.6261,289.0,14.9569,0.0,1013.45,Mostly cloudy until night.
2006-08-15 00:00:00.000 +0200,Mostly Cloudy,rain,17.711111111111112,17.711111111111112,0.84,12.9444,309.0,15.826300000000002,0.0,1013.41,Partly cloudy until evening.
2006-08-15 01:00:00.000 +0200,Overcast,rain,17.200000000000003,17.200000000000003,0.9,3.0912,104.0,15.7297,0.0,1013.5,Partly cloudy until evening.
2006-08-15 02:00:00.000 +0200,Partly Cloudy,rain,15.305555555555555,15.305555555555555,0.9,2.6243,126.0,14.168000000000005,0.0,1015.55,Partly cloudy until evening.
2006-08-15 03:00:00.000 +0200,Mostly Cloudy,rain,16.549999999999997,16.549999999999997,0.93,3.2522,142.0,15.826300000000002,0.0,1013.21,Partly cloudy until evening.
2006-08-15 04:00:00.000 +0200,Mostly Cloudy,rain,16.094444444444445,16.094444444444445,0.96,6.0053,338.0,14.9086,0.0,1013.21,Partly cloudy until evening.
2006-08-15 05:00:00.000 +0200,Mostly Cloudy,rain,15.550000000000002,15.550000000000002,0.93,2.4633000000000003,316.0,14.0875,0.0,1013.5,Partly cloudy until evening.
2006-08-15 06:00:00.000 +0200,Mostly Cloudy,rain,14.933333333333334,14.933333333333334,0.93,4.7334000000000005,191.0,9.9015,0.0,1013.79,Partly cloudy until evening.
2006-08-15 07:00:00.000 +0200,Partly Cloudy,rain,17.08888888888889,17.08888888888889,0.93,7.905100000000001,201.0,9.982,0.0,1014.1,Partly cloudy until evening.
2006-08-15 08:00:00.000 +0200,Partly Cloudy,rain,18.65555555555555,18.65555555555555,0.85,7.3738,223.0,10.3523,0.0,1014.13,Partly cloudy until evening.
2006-08-15 09:00:00.000 +0200,Partly Cloudy,rain,19.81111111111111,19.81111111111111,0.79,11.0768,270.0,11.2056,0.0,1014.61,Partly cloudy until evening.
2006-08-15 10:00:00.000 +0200,Partly Cloudy,rain,21.06111111111111,21.06111111111111,0.73,7.792400000000001,264.0,11.2056,0.0,0.0,Partly cloudy until evening.
2006-08-15 11:00:00.000 +0200,Partly Cloudy,rain,22.20555555555556,22.20555555555556,0.63,11.1734,254.0,11.3988,0.0,1015.48,Partly cloudy until evening.
2006-08-15 12:00:00.000 +0200,Partly Cloudy,rain,22.75,22.75,0.57,12.558,279.0,11.4471,0.0,1015.0,Partly cloudy until evening.
2006-08-15 13:00:00.000 +0200,Partly Cloudy,rain,23.79444444444444,23.79444444444444,0.54,13.6045,279.0,11.4471,0.0,1015.18,Partly cloudy until evening.
2006-08-15 14:00:00.000 +0200,Partly Cloudy,rain,23.48333333333333,23.48333333333333,0.51,10.835300000000002,255.0,15.3111,0.0,1015.29,Partly cloudy until evening.
2006-08-15 15:00:00.000 +0200,Partly Cloudy,rain,23.96111111111111,23.96111111111111,0.53,10.787,239.0,11.2056,0.0,1015.17,Partly cloudy until evening.
2006-08-15 16:00:00.000 +0200,Partly Cloudy,rain,24.95,24.95,0.5,10.8031,229.0,11.2056,0.0,1014.96,Partly cloudy until evening.
2006-08-15 17:00:00.000 +0200,Partly Cloudy,rain,23.95555555555556,23.95555555555556,0.53,12.3004,220.0,11.2056,0.0,1014.66,Partly cloudy until evening.
2006-08-15 18:00:00.000 +0200,Partly Cloudy,rain,23.95555555555556,23.95555555555556,0.5,12.2843,229.0,11.2056,0.0,1014.77,Partly cloudy until evening.
2006-08-15 19:00:00.000 +0200,Partly Cloudy,rain,23.86111111111111,23.86111111111111,0.54,3.0912,246.0,11.2056,0.0,1014.68,Partly cloudy until evening.
2006-08-15 20:00:00.000 +0200,Partly Cloudy,rain,19.26666666666667,19.26666666666667,0.75,0.5474000000000001,291.0,10.3523,0.0,1015.04,Partly cloudy until evening.
2006-08-15 21:00:00.000 +0200,Partly Cloudy,rain,17.288888888888888,17.288888888888888,0.87,3.1073,63.0,9.982,0.0,1015.58,Partly cloudy until evening.
2006-08-15 22:00:00.000 +0200,Clear,rain,16.622222222222224,16.622222222222224,0.93,3.1395,148.0,15.826300000000002,0.0,1015.88,Partly cloudy until evening.
2006-08-15 23:00:00.000 +0200,Clear,rain,16.67222222222222,16.67222222222222,0.87,3.3005,107.0,14.9569,0.0,1015.95,Partly cloudy until evening.
2006-08-16 00:00:00.000 +0200,Partly Cloudy,rain,15.072222222222225,15.072222222222225,0.93,2.2862,98.0,15.826300000000002,0.0,1015.99,Partly cloudy throughout the day.
2006-08-16 01:00:00.000 +0200,Partly Cloudy,rain,14.516666666666667,14.516666666666667,0.93,3.0268,111.0,14.9086,0.0,1015.89,Partly cloudy throughout the day.
2006-08-16 02:00:00.000 +0200,Partly Cloudy,rain,17.84444444444445,17.84444444444445,0.8,12.3326,136.0,14.9569,0.0,1012.82,Partly cloudy throughout the day.
2006-08-16 03:00:00.000 +0200,Partly Cloudy,rain,14.444444444444445,14.444444444444445,0.93,3.1556,138.0,14.9086,0.0,1015.98,Partly cloudy throughout the day.
2006-08-16 04:00:00.000 +0200,Partly Cloudy,rain,13.88888888888889,13.88888888888889,0.96,3.1234,128.0,14.9086,0.0,1015.71,Partly cloudy throughout the day.
2006-08-16 05:00:00.000 +0200,Mostly Cloudy,rain,14.43333333333333,14.43333333333333,0.9,5.6028,121.0,14.0875,0.0,1015.63,Partly cloudy throughout the day.
2006-08-16 06:00:00.000 +0200,Mostly Cloudy,rain,14.927777777777775,14.927777777777775,0.87,4.6207,129.0,11.0446,0.0,1015.59,Partly cloudy throughout the day.
2006-08-16 07:00:00.000 +0200,Partly Cloudy,rain,17.044444444444444,17.044444444444444,0.82,8.9999,149.0,11.2056,0.0,1015.49,Partly cloudy throughout the day.
2006-08-16 08:00:00.000 +0200,Partly Cloudy,rain,18.788888888888884,18.788888888888884,0.78,8.694,153.0,11.0285,0.0,1015.64,Partly cloudy throughout the day.
2006-08-16 09:00:00.000 +0200,Partly Cloudy,rain,21.16111111111111,21.16111111111111,0.73,12.3004,140.0,11.2056,0.0,1015.46,Partly cloudy throughout the day.
2006-08-16 10:00:00.000 +0200,Partly Cloudy,rain,23.86666666666666,23.86666666666666,0.62,12.7029,120.0,11.2056,0.0,1015.35,Partly cloudy throughout the day.
2006-08-16 11:00:00.000 +0200,Partly Cloudy,rain,24.966666666666665,24.966666666666665,0.56,15.3594,146.0,10.3523,0.0,1015.21,Partly cloudy throughout the day.
2006-08-16 12:00:00.000 +0200,Partly Cloudy,rain,26.13333333333334,26.13333333333334,0.47,14.441700000000004,130.0,10.0464,0.0,1014.56,Partly cloudy throughout the day.
2006-08-16 13:00:00.000 +0200,Partly Cloudy,rain,27.22222222222222,27.261111111111106,0.44,15.8907,149.0,10.0464,0.0,1014.36,Partly cloudy throughout the day.
2006-08-16 14:00:00.000 +0200,Partly Cloudy,rain,27.73888888888889,27.355555555555554,0.39,14.6349,140.0,10.4006,0.0,1014.11,Partly cloudy throughout the day.
2006-08-16 15:00:00.000 +0200,Partly Cloudy,rain,27.77777777777778,27.5,0.4,15.922900000000002,150.0,9.982,0.0,1013.56,Partly cloudy throughout the day.
2006-08-16 16:00:00.000 +0200,Partly Cloudy,rain,27.800000000000004,27.399999999999995,0.39,15.778000000000002,169.0,9.982,0.0,1013.07,Partly cloudy throughout the day.
2006-08-16 17:00:00.000 +0200,Partly Cloudy,rain,27.872222222222224,27.37777777777778,0.37,13.5723,149.0,10.3523,0.0,1012.83,Partly cloudy throughout the day.
2006-08-16 18:00:00.000 +0200,Mostly Cloudy,rain,26.15555555555555,26.15555555555555,0.43,10.722600000000002,138.0,9.982,0.0,1012.55,Partly cloudy throughout the day.
2006-08-16 19:00:00.000 +0200,Mostly Cloudy,rain,23.97777777777777,23.97777777777777,0.54,7.985600000000001,121.0,9.982,0.0,1012.46,Partly cloudy throughout the day.
2006-08-16 20:00:00.000 +0200,Mostly Cloudy,rain,22.57222222222222,22.57222222222222,0.58,10.6421,118.0,10.3523,0.0,1012.52,Partly cloudy throughout the day.
2006-08-16 21:00:00.000 +0200,Mostly Cloudy,rain,21.13888888888889,21.13888888888889,0.6,10.8997,110.0,9.982,0.0,1012.58,Partly cloudy throughout the day.
2006-08-16 22:00:00.000 +0200,Partly Cloudy,rain,20.438888888888894,20.438888888888894,0.67,10.9319,110.0,15.826300000000002,0.0,1012.41,Partly cloudy throughout the day.
2006-08-16 23:00:00.000 +0200,Partly Cloudy,rain,20.427777777777774,20.427777777777774,0.7,10.3362,112.0,14.9569,0.0,1012.66,Partly cloudy throughout the day.
2006-08-17 00:00:00.000 +0200,Partly Cloudy,rain,19.35555555555556,19.35555555555556,0.74,11.0124,139.0,15.826300000000002,0.0,1012.6,Partly cloudy until morning.
2006-08-17 01:00:00.000 +0200,Partly Cloudy,rain,18.75,18.75,0.76,10.835300000000002,139.0,15.826300000000002,0.0,1012.59,Partly cloudy until morning.
2006-08-17 02:00:00.000 +0200,Clear,rain,19.87777777777778,19.87777777777778,0.85,10.143,139.0,14.9569,0.0,1012.55,Partly cloudy until morning.
2006-08-17 03:00:00.000 +0200,Partly Cloudy,rain,17.22222222222222,17.22222222222222,0.84,13.9265,138.0,15.826300000000002,0.0,1012.09,Partly cloudy until morning.
2006-08-17 04:00:00.000 +0200,Partly Cloudy,rain,16.644444444444446,16.644444444444446,0.87,14.3451,138.0,15.826300000000002,0.0,1012.11,Partly cloudy until morning.
2006-08-17 05:00:00.000 +0200,Partly Cloudy,rain,16.549999999999997,16.549999999999997,0.88,10.0142,146.0,14.9569,0.0,1012.39,Partly cloudy until morning.
2006-08-17 06:00:00.000 +0200,Clear,rain,16.094444444444445,16.094444444444445,0.87,9.4829,149.0,8.1305,0.0,1012.38,Partly cloudy until morning.
2006-08-17 07:00:00.000 +0200,Partly Cloudy,rain,17.666666666666668,17.666666666666668,0.84,10.996300000000002,131.0,9.982,0.0,1012.66,Partly cloudy until morning.
2006-08-17 08:00:00.000 +0200,Partly Cloudy,rain,20.78333333333333,20.78333333333333,0.7,14.812,148.0,9.982,0.0,1012.65,Partly cloudy until morning.
2006-08-17 09:00:00.000 +0200,Partly Cloudy,rain,22.73333333333333,22.73333333333333,0.67,15.4721,159.0,9.982,0.0,1012.39,Partly cloudy until morning.
2006-08-17 10:00:00.000 +0200,Partly Cloudy,rain,26.016666666666666,26.016666666666666,0.55,16.856700000000004,179.0,9.982,0.0,1012.47,Partly cloudy until morning.
2006-08-17 11:00:00.000 +0200,Clear,rain,26.12777777777778,26.12777777777778,0.58,13.2825,189.0,15.262800000000002,0.0,1012.91,Partly cloudy until morning.
2006-08-17 12:00:00.000 +0200,Clear,rain,28.838888888888885,29.61111111111111,0.51,9.66,177.0,9.982,0.0,0.0,Partly cloudy until morning.
2006-08-17 13:00:00.000 +0200,Partly Cloudy,rain,29.00555555555555,29.75,0.51,10.8031,197.0,9.982,0.0,1012.36,Partly cloudy until morning.
2006-08-17 14:00:00.000 +0200,Clear,rain,31.03333333333333,31.71111111111111,0.45,7.647500000000001,201.0,10.3523,0.0,1012.33,Partly cloudy until morning.
2006-08-17 15:00:00.000 +0200,Clear,rain,31.13333333333334,30.6,0.36,11.1734,160.0,16.0517,0.0,1011.95,Partly cloudy until morning.
2006-08-17 16:00:00.000 +0200,Clear,rain,31.13333333333334,31.261111111111106,0.41,11.27,186.0,9.982,0.0,1011.74,Partly cloudy until morning.
2006-08-17 17:00:00.000 +0200,Partly Cloudy,rain,31.21111111111112,31.327777777777776,0.41,10.7709,165.0,10.3523,0.0,1011.73,Partly cloudy until morning.
2006-08-17 18:00:00.000 +0200,Clear,rain,30.022222222222226,30.705555555555552,0.48,11.0768,162.0,9.982,0.0,1011.45,Partly cloudy until morning.
2006-08-17 19:00:00.000 +0200,Clear,rain,27.872222222222224,29.07222222222222,0.58,9.177,170.0,9.982,0.0,1011.65,Partly cloudy until morning.
2006-08-17 20:00:00.000 +0200,Partly Cloudy,rain,25.40555555555556,25.40555555555556,0.66,7.969500000000001,168.0,9.982,0.0,1011.99,Partly cloudy until morning.
2006-08-17 21:00:00.000 +0200,Partly Cloudy,rain,22.75555555555555,22.75555555555555,0.79,4.6207,178.0,9.982,0.0,1012.36,Partly cloudy until morning.
2006-08-17 22:00:00.000 +0200,Partly Cloudy,rain,22.68888888888889,22.68888888888889,0.79,6.5849,150.0,15.826300000000002,0.0,1012.47,Partly cloudy until morning.
2006-08-17 23:00:00.000 +0200,Clear,rain,21.2,21.2,0.84,6.5044,132.0,14.9569,0.0,1012.57,Partly cloudy until morning.
2006-08-18 00:00:00.000 +0200,Clear,rain,21.550000000000004,21.550000000000004,0.81,6.391700000000001,152.0,15.826300000000002,0.0,1012.66,Partly cloudy starting overnight continuing until night.
2006-08-18 01:00:00.000 +0200,Clear,rain,21.43888888888889,21.43888888888889,0.82,10.835300000000002,150.0,15.826300000000002,0.0,1012.39,Partly cloudy starting overnight continuing until night.
2006-08-18 02:00:00.000 +0200,Partly Cloudy,rain,19.50555555555556,19.50555555555556,0.92,2.898,211.0,14.9569,0.0,1015.42,Partly cloudy starting overnight continuing until night.
2006-08-18 03:00:00.000 +0200,Partly Cloudy,rain,19.86111111111111,19.86111111111111,0.88,13.4918,140.0,15.826300000000002,0.0,1012.38,Partly cloudy starting overnight continuing until night.
2006-08-18 04:00:00.000 +0200,Partly Cloudy,rain,19.33333333333333,19.33333333333333,0.87,10.948,150.0,15.826300000000002,0.0,1012.48,Partly cloudy starting overnight continuing until night.
2006-08-18 05:00:00.000 +0200,Partly Cloudy,rain,18.75,18.75,0.91,10.1591,147.0,14.876400000000002,0.0,1012.44,Partly cloudy starting overnight continuing until night.
2006-08-18 06:00:00.000 +0200,Clear,rain,18.84444444444445,18.84444444444445,0.9,7.985600000000001,159.0,7.1323,0.0,1012.47,Partly cloudy starting overnight continuing until night.
2006-08-18 07:00:00.000 +0200,Mostly Cloudy,rain,19.91111111111111,19.91111111111111,0.87,10.996300000000002,150.0,9.8049,0.0,1012.85,Partly cloudy starting overnight continuing until night.
2006-08-18 08:00:00.000 +0200,Partly Cloudy,rain,22.10555555555556,22.10555555555556,0.81,14.49,168.0,9.8371,0.0,1012.81,Partly cloudy starting overnight continuing until night.
2006-08-18 09:00:00.000 +0200,Clear,rain,24.95,24.95,0.69,16.0195,180.0,9.9015,0.0,0.0,Partly cloudy starting overnight continuing until night.
2006-08-18 10:00:00.000 +0200,Mostly Cloudy,rain,25.0,25.0,0.74,11.1573,179.0,9.982,0.0,1013.17,Partly cloudy starting overnight continuing until night.
2006-08-18 11:00:00.000 +0200,Mostly Cloudy,rain,27.3,29.12777777777778,0.67,13.7816,180.0,9.982,0.0,1014.0,Partly cloudy starting overnight continuing until night.
2006-08-18 12:00:00.000 +0200,Mostly Cloudy,rain,27.96666666666667,29.627777777777776,0.62,16.0034,170.0,9.982,0.0,1013.21,Partly cloudy starting overnight continuing until night.
2006-08-18 13:00:00.000 +0200,Mostly Cloudy,rain,30.11666666666666,31.272222222222226,0.5,17.388,162.0,9.982,0.0,1012.98,Partly cloudy starting overnight continuing until night.
2006-08-18 14:00:00.000 +0200,Mostly Cloudy,rain,31.04444444444444,31.688888888888894,0.45,23.667,181.0,9.982,0.0,1012.5,Partly cloudy starting overnight continuing until night.
2006-08-18 15:00:00.000 +0200,Mostly Cloudy,rain,31.20555555555556,32.45555555555556,0.47,17.516800000000003,183.0,11.2056,0.0,1012.44,Partly cloudy starting overnight continuing until night.
2006-08-18 16:00:00.000 +0200,Mostly Cloudy,rain,32.17222222222222,32.91111111111111,0.42,16.2932,211.0,9.982,0.0,1012.52,Partly cloudy starting overnight continuing until night.
2006-08-18 17:00:00.000 +0200,Mostly Cloudy,rain,32.544444444444444,33.17777777777778,0.4,12.380900000000002,220.0,10.3523,0.0,1012.62,Partly cloudy starting overnight continuing until night.
2006-08-18 18:00:00.000 +0200,Mostly Cloudy,rain,31.03888888888889,31.622222222222224,0.44,10.1591,238.0,9.982,0.0,1012.44,Partly cloudy starting overnight continuing until night.
2006-08-18 19:00:00.000 +0200,Mostly Cloudy,rain,28.95555555555556,30.166666666666668,0.54,8.372000000000002,222.0,9.982,0.0,1012.65,Partly cloudy starting overnight continuing until night.
2006-08-18 20:00:00.000 +0200,Partly Cloudy,rain,26.47777777777777,26.47777777777777,0.64,7.744099999999999,232.0,10.3523,0.0,1013.44,Partly cloudy starting overnight continuing until night.
